Newcastle City Council Invoices over £250 paid in February 2016,,,,,,,,,,
,,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total,
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,17-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6827623,Capital,2N401,Capital General,"3,000.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,17-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6832711,Capital,2N401,Capital General,"3,000.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,17-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6832712,Capital,2N401,Capital General,"3,000.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6833676,Capital,2N401,Capital General,"2,885.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6833683,Capital,2N401,Capital General,"3,000.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6833684,Capital,2N401,Capital General,"12,000.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,18-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6833777,Capital,2N401,Capital General,"2,750.00",
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,01-Feb-16,ASPIRE TECHNOLOGY SOLUTIONS LTD,6816523,Capital,2N401,Capital General,"6,000.00",
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,24-Feb-16,AUDITEL RENTAL & SERVICE LTD,6837179,Revenue,1KKX1,Civic Centre Direct Costs,"1,440.00",
Children's Services,Comm Hub                   ,Revenue Income,25-Feb-16,AURA (NEWCASTLE) PROJECT COMPANY PHASE 2,6822611,Revenue,4RX01,General Fund,"988,363.73",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,25-Feb-16,AURA NEWCASTLE LTD,6833818,Capital,2N401,Capital General,"15,370.80",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,25-Feb-16,AURA NEWCASTLE LTD,6833819,Capital,2N401,Capital General,"68,569.20",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,25-Feb-16,AURA NEWCASTLE LTD,6834509,Capital,2N401,Capital General,"10,180.80",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,25-Feb-16,AURA NEWCASTLE LTD,6835348,Capital,2KL01,Leisure Services,"17,084.15",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,05-Feb-16,AURA NEWCASTLE LTD,6815534,Capital,2N401,Capital General,"36,231.60",
Chief Executive's,CD - Economic Development        ,Capital Expenditure,24-Feb-16,AURA NEWCASTLE LTD,6835349,Capital,2E+161,Hadrian,"29,461.34",
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,25-Feb-16,AUSTRIN GEARBOX SPECIALIST LTD,6816791,Revenue,1KESA,Heavy Workshop Routine Repair,931.82,
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,25-Feb-16,AUSTRIN GEARBOX SPECIALIST LTD,6816793,Revenue,1KESG,Light Workshop Code 5 Repairs,"1,231.20",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,AUTISM CARE UK,6838891,Revenue,1MM50,Home Care MH,"1,890.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,AUTISM INITIATIVES,6824956,Revenue,1MK20,Residential Care LD,"5,792.32",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,AUTISM INITIATIVES,6830854,Revenue,1MK50,Supported Living LD,"75,514.88",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,09-Feb-16,AUTISM INITIATIVES,6824956,Revenue,1MK20,Residential Care LD,"5,792.32",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,AUTISM NORTH - EASTCLIFFE,6824891,Revenue,1MK20,Residential Care LD,"9,528.20",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,09-Feb-16,AUTISM NORTH - EASTCLIFFE,6824891,Revenue,1MK50,Supported Living LD,"9,528.20",
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,17-Feb-16,AUTOMATICA LTD,6789964,Capital,2DP02,Devt Capital CC,"1,200.00",
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,17-Feb-16,AUTOMATICA LTD,6792542,Capital,2DP02,Devt Capital CC,"1,306.00",
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,23-Feb-16,AUTOMATICA LTD,6832310,Capital,2DP02,Devt Capital CC,"1,200.00",
Environment & Regeneration,E&R Trans P&D              ,Capital Expenditure,23-Feb-16,AUTOMATICA LTD,6834977,Capital,2DP02,Devt Capital CC,"1,200.00",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,23-Feb-16,AVENUE COMMUNITY NH LTD,6838465,Revenue,1MM10,Nursing Care MH,"4,151.44",
Adult and Culture,Social Services-Care Support           ,Revenue Expenditure,08-Feb-16,AVENUE MEDICAL GROUP,6822954,Revenue,1ML03,PH - NHS Health Checks,408.00,
Children's Services,Schools Payment Agency                 ,Revenue Income,22-Feb-16,AXMINSTER POWER TOOL CENTRE,6835952,Revenue,4RX01,General Fund,405.85,
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,AZURE,6830775,Revenue,1MH50,Home Care PD,"24,132.24",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,AZURE,6830775,Revenue,1MK51,Home Care LD,"410,248.08",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,AZURE,6830775,Revenue,1MK55,Home Care Family/Carer LD,"410,248.08",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,AZURE,6830775,Revenue,1MM50,Home Care MH,"96,528.96",
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,16-Feb-16,AZURE,6830853,Revenue,1MK50,Supported Living LD,"1,503,196.80",
Adult and Culture,Social Services-Carefirst              ,Revenue Income,16-Feb-16,AZURE,6830853,Revenue,1MK50,Supported Living LD,"483,170.40",
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,08-Feb-16,AZURE GARDEN CENTRE,6611196,Revenue,1KB40,Citybuild Stores O/H,811.22,
Environment & Regeneration,Allendale Building                     ,Revenue Expenditure,26-Feb-16,AZURE GARDEN CENTRE,6826212,Revenue,1KB40,Citybuild Stores O/H,811.22,
Chief Executive's,Utilities - TWAM                       ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827064,Revenue,1XK12,Central HUBBUB at TWM,364.36,
Chief Executive's,Utilities - TWAM                       ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827064,Revenue,1XE12,Monkwearmouth Museum Trad Acc,364.36,
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1CC53,Shields Road CSC,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1CM00,IT Management & Admin,"75,122.46",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DE46,i2- Byker NEC,"75,122.46",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DE48,i8 - Lynwood NEC,"50,081.64",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DE49,i4- Quayside NEC,"75,122.46",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DE50,i6- Charlotte Square NEC,"62,602.05",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DF10,Theatre Royal Contribution,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DR03,Grainger Market,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1FC40,Cee Central Team,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1HP01,Comm. Centres - Citywide,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KBAA,Building Contracts,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KE21,Brunswick Recycling Centre,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KE23,Sandhills,"50,081.64",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KE27,Bereavement Services Overhead,"137,724.51",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KELA,Traffic Sig General O/H,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEND,Fleet Fuel Account,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEWB,Newington Road West Depot,"125,204.10",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEWC,Condercum Road Depot,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KF08,Gosforth Civic Hall,"75,122.46",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KKX1,Civic Centre Direct Costs,"175,285.74",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KKY2,Allendale Accomodation,"50,081.64",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL0C,Leisure Mainenance Unit,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL17,Leisure Comm Building R&M,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL1D,East End Pool,"62,602.05",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL2D,Walker Activity Dome,"37,561.23",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL3A,City Hall,"50,081.64",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MC05,Slatyford Lane Childrens Unit,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MC06,Iona Place Childrens Unit,"62,602.05",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MC41,Bedeburn Short Break Unit,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MG25,Connie Lewcock House OP,"50,081.64",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MG26,Byker Lodge Resource Centre OP,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MM23,Recovery & Support MH,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MM30,Beech Grove MH Resource Centre,"237,887.79",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MW03,Capabilities,"37,561.23",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1V030,Development Management,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1V080,Private Developers s106,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1V204,Car Parking Infrastructure,"575,938.86",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1VH06,FHU Private Housing Team,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1VH26,Housing & Welfare Rights,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL0A,Leisure Factility Central O/H,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1VH22,Temporary Accommodation Prem,"112,683.69",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL60,Parks - Premises Costs,"137,724.51",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEWA,Newington Road East Depot,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KKU5,Civic Centre Control,"463,255.17",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MW02,Nature's Landscape,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1CG30,Accounts Payable,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1HTPA,HRA-Palatine                 H,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KJ31,Security - Manned Guards,"37,561.23",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DQ98,S&M Pendower Hall,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEWL,Leazes Lane Depot,"75,122.46",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL2F,Scotswood Sport Centre,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DF32,NGI Visitor Info Ctr,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1DV10,Anderson House,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1MG63,Minories Centre Building Costs,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1V132,Quayside Multi Storey,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEWH,Jesmond Dene Depot,"75,122.46",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL6M,Ouseburn Park,"162,765.33",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KEWJ,Other Grounds Depot,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1CS00,Benefits,"475,775.58",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KR8L,Wide District Heating,"87,642.87",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KL6F,General Expenditure - East,"62,602.05",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KE18,Walbottle Recycling Centre,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KJ51,Cash in Transit,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1CC57,Gosforth LIFT CSC,"12,520.41",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KFG3,Kingston Park,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KFE5,English Martyrs RC Primary Sch,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KFG1,Hilton Academy,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KFP9,Gosforth Academy,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1CS14,Revs & Bens Small Grants,"25,040.82",
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,11-Feb-16,AZZURRI COMMUNICATIONS LTD,6827062,Revenue,1KLR0,Football Development,"12,520.41",
