Newcastle City Council Invoices over £250 paid in January 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,06/01/2016,ASKEWS LIBRARY SERVICES LTD,6793853,Revenue,1EJ13,Stock Services,470.80
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,06/01/2016,ASKEWS LIBRARY SERVICES LTD,6793854,Revenue,1EJ13,Stock Services,482.40
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,06/01/2016,ASKEWS LIBRARY SERVICES LTD,6793870,Revenue,1EJ13,Stock Services,280.00
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,08/01/2016,ASKEWS LIBRARY SERVICES LTD,6793884,Revenue,1EJ13,Stock Services,397.72
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,29/01/2016,ASKEWS LIBRARY SERVICES LTD,6804556,Revenue,1EJ13,Stock Services,454.78
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,29/01/2016,ASKEWS LIBRARY SERVICES LTD,6804570,Revenue,1EJ13,Stock Services,504.85
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,04/01/2016,ASKEWS LIBRARY SERVICES LTD,6793906,Revenue,1EJ13,Stock Services,515.80
Adult and Culture,Libraries/Galaxy Payments              ,Revenue Expenditure,04/01/2016,ASKEWS LIBRARY SERVICES LTD,6793939,Revenue,1EJ13,Stock Services,468.35
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,ASPINDEN WOOD CENTRE,6799753,Revenue,1MM20,Residential Care MH,"2,760.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,ASPINDEN WOOD CENTRE,6799753,Revenue,1MM20,Residential Care MH,-495.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,ASPIRATIONS CARE LTD,6805355,Revenue,1MH50,Home Care PD,"16,313.08"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,ASPIRATIONS CARE LTD,6805356,Revenue,1MH50,Home Care PD,"2,501.32"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,ASPIRATIONS CARE LTD,6805357,Revenue,1MH50,Home Care PD,"9,952.12"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,ASPIRATIONS CARE LTD,6805358,Revenue,1MM50,Home Care MH,"16,492.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,15/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6802450,Capital,2N401,Capital General,"3,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,15/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6802456,Capital,2N401,Capital General,350.00
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,15/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6802508,Capital,2N401,Capital General,"9,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,15/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6802510,Capital,2N401,Capital General,"3,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6790052,Capital,2N401,Capital General,"9,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6796401,Capital,2N401,Capital General,"9,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6796402,Capital,2N401,Capital General,"3,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6798722,Capital,2N401,Capital General,"2,435.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6798724,Capital,2N401,Capital General,"3,000.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,12/01/2016,ASPIRE TECHNOLOGY SOLUTIONS LTD,6798728,Capital,2N401,Capital General,"3,000.00"
Environment & Regeneration,NS: Capital Works          ,Revenue Expenditure,11/01/2016,ASTROFADE LTD,6745542,Revenue,1KVWC,Minor Works Contracts,"6,250.00"
Children's Services,Benfield Secon/High School             ,Revenue Expenditure,05/01/2016,ATHLETICS DIRECT,6794769,Revenue,1E863,Local Delivery Agency,270.58
Environment & Regeneration,Cityworks Parks & C/side   ,Capital Expenditure,15/01/2016,ATKINS LTD,6803624,Capital,2KL01,Leisure Services,851.87
Environment & Regeneration,Walker Activity Dome       ,Revenue Expenditure,13/01/2016,AUDIENCE SYSTEMS LTD,6796170,Revenue,1KL2D,Walker Activity Dome,"2,971.55"
Chief Executive's,CD - Economic Development        ,Capital Expenditure,29/01/2016,AURA NEWCASTLE LTD,6813393,Capital,2N401,Capital General,"45,453.00"
Chief Executive's,CD - Economic Development        ,Capital Expenditure,29/01/2016,AURA NEWCASTLE LTD,6813394,Capital,2N401,Capital General,"45,451.00"
Chief Executive's,CD - Economic Development        ,Capital Expenditure,29/01/2016,AURA NEWCASTLE LTD,6813395,Capital,2N401,Capital General,"53,519.00"
Chief Executive's,CD - Economic Development        ,Capital Expenditure,29/01/2016,AURA NEWCASTLE LTD,6813396,Capital,2N401,Capital General,"78,150.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,AUTISM CARE UK,6805393,Revenue,1MM50,Home Care MH,"1,890.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,AUTISM INITIATIVES,6799795,Revenue,1MK20,Residential Care LD,"6,107.52"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,AUTISM INITIATIVES,6805495,Revenue,1MK50,Supported Living LD,"18,878.72"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,AUTISM INITIATIVES,6799795,Revenue,1MK20,Residential Care LD,-315.20
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,AUTISM NORTH - EASTCLIFFE,6799722,Revenue,1MK20,Residential Care LD,"3,811.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,AUTISM NORTH - EASTCLIFFE,6799722,Revenue,1MK50,Supported Living LD,"5,716.92"
Environment & Regeneration,Fleet Management System                ,Revenue Expenditure,19/01/2016,AUTO ELECTRICAL SOLUTIONS LTD,6805241,Revenue,1KESG,Light Workshop Code 5 Repairs,389.20
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,27/01/2016,AUTOMATIC RETAILING VENDING,6813188,Revenue,1EA02,Gosforth ASB,347.92
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,27/01/2016,AVENUE COMMUNITY NH LTD,6812938,Revenue,1MM10,Nursing Care MH,"2,075.72"
Adult and Culture,Library Admin              ,Revenue Expenditure,26/01/2016,AXIELL LTD,6783906,Revenue,1EJ12,ICT,"6,600.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,AZURE,6805494,Revenue,1MK50,Supported Living LD,"57,605.28"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,AZURE,6805536,Revenue,1MK51,Home Care LD,"18,674.48"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,AZURE,6805536,Revenue,1MK55,Home Care Family/Carer LD,"7,768.92"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,AZURE,6805536,Revenue,1MM50,Home Care MH,"1,712.68"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19/01/2016,AZURE,6805494,Revenue,1MK50,Supported Living LD,"-2,707.68"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1CM00,IT Management & Admin,0.12
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1DE46,i2- Byker NEC,0.21
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1DE48,i8 - Lynwood NEC,0.24
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1DE49,i4- Quayside NEC,54.53
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1DE50,i6- Charlotte Square NEC,476.04
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1EA06,Westgate ASB,6.21
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1EEG1,Community Family Hub - West,1.89
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1EJ01,Administration,79.14
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1EM10,Youth offending Team,0.05
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KE21,Brunswick Recycling Centre,1.62
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KE27,Bereavement Services Overhead,7.85
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KF08,Gosforth Civic Hall,0.05
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KKX1,Civic Centre Direct Costs,0.20
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KL0C,Leisure Mainenance Unit,0.15
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KL1E,Elswick Pool,0.43
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KL2D,Walker Activity Dome,1.21
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1MC05,Slatyford Lane Childrens Unit,16.54
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1MC06,Iona Place Childrens Unit,37.48
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1MG25,Connie Lewcock House OP,0.82
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1MM30,Beech Grove MH Resource Centre,37.35
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1MW03,Capabilities,12.41
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1V030,Development Management,8.53
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1V204,Car Parking Infrastructure,74.32
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1VH22,Temporary Accommodation Prem,0.17
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KL60,Parks - Premises Costs,0.56
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KKU5,Civic Centre Control,3.56
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1MW02,Nature's Landscape,0.96
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KEWL,Leazes Lane Depot,24.57
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1V132,Quayside Multi Storey,20.18
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KL6M,Ouseburn Park,29.01
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1CS00,Benefits,0.26
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KR8L,Wide District Heating,22.49
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KL6F,General Expenditure - East,0.06
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KE18,Walbottle Recycling Centre,1.69
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFG3,Kingston Park,1.98
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFE5,English Martyrs RC Primary Sch,3.65
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFG1,Hilton Academy,2.32
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFP9,Gosforth Academy,6.12
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1E464,Shieldfield Community C C P,0.58
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1E465,Willow Avenue Community C C P,11.48
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1E462,Dunstanburgh Rd Comm C C P,5.42
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1E459,Cruddas PK Early Years Centre,5.62
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1E463,Ryehill Community C C P,7.07
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1V206,Shop Mobility,3.97
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1D520,Trading Standards,0.03
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KSCA,Corporate Charges,9.05
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFC7,Dinnington First,1.46
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFP4,St Cuthberts Academy,2.22
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFK6,St Vincents RC Prim,1.35
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFL2,Chillingham Rd Prim,0.84
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFA2,Cruddas PK Early Years Centre,0.12
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFJ3,West Denton Primary,3.50
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFE3,Bridgewater Centre,1.99
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFH6,Archbishop Runcie C of E First,8.04
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFE6,Hawthorn Primary,2.57
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFF2,Stocksfield Ave Prim,0.57
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1ERDC,One Bill Dump Code,26.54
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFG6,Nth Fawdon Primary,0.78
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFK3,St Lawrences RC Prim,1.28
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFJ8,Ravenswood Primary,3.99
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1FN01,Lord Mayors Secretariat,0.99
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFC2,Regent Farm First,0.85
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFF1,St Johns Primary,2.48
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,18/01/2016,AZZURRI COMMUNICATIONS LTD,6804137,Revenue,1KFK2,St Catherines RC Pri,5.26
